,Id,SalePrice
208,1669,284199.03
209,1670,321046.06
210,1671,274459.9
211,1672,450315.06
212,1673,318472.88
213,1674,250160.81
214,1675,181061.84
215,1676,191419.11
216,1677,219877.12
217,1678,411397.22
218,1679,349095.62
219,1680,311093.97
220,1681,284991.88
221,1682,307389.72
222,1683,190857.9
223,1684,166127.7
224,1685,172742.39
225,1686,159814.44
226,1687,170016.4
227,1688,191841.92
228,1689,189467.94
229,1690,183253.6
230,1691,179328.36
231,1692,246978.38
232,1693,162667.81
233,1694,186031.67
234,1695,167684.56
235,1696,272439.62
236,1697,170935.86
237,1698,403244.38
238,1699,327336.3
239,1700,239919.61
240,1701,266180.6
241,1702,262704.28
242,1703,241231.5
243,1704,312650.78
244,1705,249099.58
245,1706,425723.53
246,1707,212912.67
247,1708,212065.16
248,1709,285238.0
249,1710,244524.1
250,1711,263789.78
251,1712,201375.25
252,1713,239003.72
253,1714,216340.48
254,1715,213188.45
255,1716,207338.31
256,1717,189039.94
257,1718,136573.05
258,1719,202403.17
259,1720,261941.45
260,1721,180695.86
261,1722,142616.64
262,1723,158395.2
263,1724,191517.25
264,1725,240235.66
265,1726,194936.42
266,1727,159148.7
267,1728,169039.69
268,1729,161593.58
269,1730,172335.58
270,1731,135373.98
271,1732,129532.63
272,1733,120736.055
273,1734,125995.21
274,1735,137952.66
275,1736,120364.33
276,1737,398943.16
277,1738,204769.0
278,1739,289638.0
279,1740,208015.89
280,1741,185407.9
281,1742,191310.27
282,1743,179552.12
283,1744,312300.47
284,1745,234725.92
285,1746,267292.47
286,1747,206076.42
287,1748,216254.61
288,1749,159401.1
289,1750,127979.02
290,1751,235739.5
291,1752,120846.13
292,1753,143885.19
293,1754,181573.16
294,1755,170288.94
295,1756,128292.61
296,1757,113903.664
297,1758,152842.56
298,1759,174874.7
299,1760,164151.06
300,1761,134083.06
301,1762,149263.19
302,1763,186270.3
303,1764,112545.59
304,1765,154727.5
305,1766,178396.02
306,1767,242308.05
307,1768,139153.42
308,1769,198376.94
309,1770,147846.2
310,1771,123019.87
311,1772,143826.66
312,1773,144441.78
313,1774,128848.29
314,1775,144506.06
315,1776,116190.63
316,1777,120560.16
317,1778,133528.27
318,1779,111492.52
319,1780,168592.97
320,1781,133712.7
321,1782,96584.81
322,1783,122553.695
323,1784,96549.164
324,1785,121082.664
325,1786,140853.38
326,1787,163916.52
327,1788,54100.652
328,1789,86931.68
329,1790,95193.8
330,1791,194843.39
331,1792,151611.94
332,1793,153921.33
333,1794,151392.83
334,1795,150537.52
335,1796,122284.68
336,1797,118493.81
337,1798,118149.68
338,1799,113066.61
339,1800,115013.46
340,1801,123211.44
341,1802,144532.8
342,1803,155852.83
343,1804,153428.31
344,1805,146513.81
345,1806,129930.06
346,1807,136271.05
347,1808,124443.09
348,1809,123819.086
349,1810,146340.03
350,1811,111418.914
351,1812,115259.64
352,1813,129684.27
353,1814,105569.54
354,1815,54731.31
355,1816,101312.63
356,1817,98540.164
357,1818,145618.03
358,1819,110057.98
359,1820,73510.5
360,1821,122207.37
361,1822,167113.34
362,1823,46429.14
363,1824,128229.23
364,1825,148047.58
365,1826,104027.625
366,1827,117937.26
367,1828,144963.17
368,1829,109459.43
369,1830,170101.12
370,1831,153568.08
371,1832,92152.836
372,1833,126390.37
373,1834,116680.06
374,1835,134191.8
375,1836,128163.53
376,1837,100858.69
377,1838,134185.72
378,1839,84467.68
379,1840,166744.16
380,1841,150120.7
381,1842,88937.53
382,1843,124101.14
383,1844,132755.28
384,1845,144127.84
385,1846,156701.45
386,1847,165864.98
387,1848,66474.445
388,1849,115884.37
389,1850,120563.3
390,1851,168332.45
391,1852,128361.45
392,1853,129141.125
393,1854,184061.14
394,1855,153099.81
395,1856,222527.48
396,1857,147650.25
397,1858,122435.625
398,1859,120898.79
399,1860,140330.53
400,1861,120898.79
401,1862,311309.03
402,1863,291933.03
403,1864,291933.03
404,1865,366787.28
405,1866,323264.34
406,1867,257408.25
407,1868,323227.7
408,1869,207163.38
409,1870,279203.47
410,1871,239174.81
411,1872,167121.02
412,1873,219230.4
413,1874,133554.6
414,1875,209699.02
415,1876,193987.44
416,1877,199472.62
417,1878,193987.22
418,1879,133425.64
419,1880,135265.34
420,1881,224223.62
421,1882,270391.66
422,1883,202035.33
423,1884,208319.81
424,1885,258499.1
425,1886,312265.4
426,1887,215467.78
427,1888,321031.5
428,1889,157463.97
429,1890,138277.73
430,1891,142939.77
431,1892,115014.45
432,1893,138104.06
433,1894,123697.086
434,1895,148103.25
435,1896,130828.95
436,1897,127620.21
437,1898,112927.5
438,1899,149207.05
439,1900,160473.44
440,1901,169172.31
441,1902,133988.98
442,1903,210875.6
443,1904,132939.1
444,1905,188421.48
445,1906,142551.83
446,1907,210375.25
447,1908,117485.484
448,1909,133556.83
449,1910,126874.766
450,1911,209425.53
451,1912,272903.34
452,1913,139699.47
453,1914,73300.234
454,1915,341166.56
455,1916,79097.125
456,1917,265038.78
457,1918,135845.27
458,1919,164720.34
459,1920,122929.45
460,1921,439852.34
461,1922,323768.3
462,1923,226689.23
463,1924,212048.22
464,1925,216565.2
465,1926,417713.7
466,1927,141190.39
467,1928,171401.0
468,1929,135293.58
469,1930,115729.04
470,1931,147624.31
471,1932,122164.59
472,1933,204541.25
473,1934,187677.44
474,1935,174666.08
475,1936,187380.83
476,1937,177593.61
477,1938,168120.6
478,1939,238708.7
479,1940,209001.67
480,1941,172633.55
481,1942,189461.53
482,1943,189263.08
483,1944,304370.66
484,1945,395951.66
485,1946,173142.67
486,1947,297977.22
487,1948,153615.81
488,1949,240960.08
489,1950,178042.19
490,1951,283968.56
491,1952,251380.14
492,1953,169551.0
493,1954,210724.55
494,1955,128777.43
495,1956,316808.0
496,1957,158707.31
497,1958,326815.28
498,1959,134026.72
499,1960,116403.445
500,1961,123830.51
501,1962,106844.695
502,1963,104945.85
503,1964,115233.766
504,1965,158903.34
505,1966,155390.92
506,1967,294231.66
507,1968,351111.72
508,1969,417785.84
509,1970,427371.4
510,1971,435400.22
511,1972,371076.12
512,1973,260131.69
513,1974,313772.66
514,1975,431391.06
515,1976,287766.62
516,1977,335231.1
517,1978,425008.94
518,1979,315876.34
519,1980,202114.23
520,1981,333269.4
521,1982,235953.33
522,1983,225987.64
523,1984,164642.75
524,1985,222128.83
525,1986,199636.98
526,1987,169323.0
527,1988,173182.14
528,1989,194034.11
529,1990,227266.52
530,1991,264937.8
531,1992,209551.88
532,1993,163559.95
533,1994,256165.66
534,1995,187093.61
535,1996,206252.39
536,1997,319111.0
537,1998,366887.97
538,1999,247776.45
539,2000,293687.84
540,2001,262710.3
541,2002,248527.3
542,2003,239272.05
543,2004,289954.6
544,2005,238077.6
545,2006,240598.75
546,2007,253674.28
547,2008,216645.7
548,2009,194727.0
549,2010,201900.16
550,2011,150629.94
551,2012,187702.98
552,2013,187493.12
553,2014,187525.75
554,2015,204633.03
555,2016,206305.9
556,2017,202494.6
557,2018,119631.98
558,2019,131469.34
559,2020,125427.21
560,2021,118863.99
561,2022,168591.6
562,2023,134593.05
563,2024,224577.6
564,2025,318569.94
565,2026,170215.69
566,2027,169102.08
567,2028,150259.14
568,2029,187926.78
569,2030,275553.56
570,2031,278174.88
571,2032,303884.44
572,2033,266819.38
573,2034,166651.42
574,2035,210918.1
575,2036,186122.77
576,2037,188081.25
577,2038,274993.5
578,2039,207852.19
579,2040,308602.75
580,2041,283037.34
581,2042,211763.9
582,2043,169259.4
583,2044,159364.2
584,2045,239865.64
585,2046,130712.85
586,2047,149993.83
587,2048,137764.56
588,2049,132942.05
589,2050,186246.28
590,2051,107257.46
591,2052,127727.66
592,2053,145843.66
593,2054,96340.11
594,2055,162091.94
595,2056,116053.25
596,2057,122516.66
597,2058,251610.06
598,2059,130384.01
599,2060,158025.08
600,2061,169183.52
601,2062,134254.81
602,2063,102977.46
603,2064,141021.02
604,2065,119491.086
605,2066,181964.03
606,2067,118537.1
607,2068,125034.85
608,2069,77708.94
609,2070,121380.86
610,2071,91390.72
611,2072,138928.27
612,2073,139543.17
613,2074,183040.05
614,2075,154979.23
615,2076,112306.1
616,2077,140059.55
617,2078,132503.52
618,2079,129876.45
619,2080,111867.35
620,2081,124570.79
621,2082,100622.484
622,2083,133972.48
623,2084,109917.86
624,2085,129056.375
625,2086,112282.43
626,2087,117483.555
627,2088,104783.77
628,2089,88978.016
629,2090,140480.0
630,2091,119882.97
631,2092,129192.14
632,2093,119606.67
633,2094,122043.9
634,2095,160286.72
635,2096,79760.2
636,2097,101325.3
637,2098,157271.36
638,2099,72916.53
639,2100,89855.555
640,2101,129987.77
641,2102,125314.58
642,2103,103050.5
643,2104,117844.82
644,2105,130636.31
645,2106,81041.04
646,2107,253366.38
647,2108,117205.85
648,2109,129808.375
649,2110,151805.47
650,2111,156575.56
651,2112,126826.55
652,2113,122492.4
653,2114,100213.375
654,2115,167427.12
655,2116,131581.27
656,2117,152107.39
657,2118,116228.95
658,2119,103666.91
659,2120,115885.02
660,2121,106154.13
661,2122,110206.0
662,2123,82170.69
663,2124,149635.62
664,2125,121468.266
665,2126,168136.02
666,2127,166183.38
667,2128,145706.14
668,2129,99812.766
669,2130,144473.48
670,2131,161680.45
671,2132,128976.266
672,2133,120529.92
673,2134,119504.445
674,2135,92824.56
675,2136,100660.88
676,2137,103246.76
677,2138,129009.6
678,2139,154773.77
679,2140,133115.34
680,2141,142545.52
681,2142,129336.125
682,2143,147379.08
683,2144,113254.73
684,2145,129646.15
685,2146,147699.1
686,2147,149481.38
687,2148,128300.85
688,2149,148535.0
689,2150,233674.2
690,2151,133717.28
691,2152,162246.92
692,2153,157456.16
693,2154,124471.61
694,2155,141170.75
695,2156,258344.08
696,2157,219849.78
697,2158,244591.94
698,2159,220385.67
699,2160,170536.08
700,2161,251817.66
701,2162,397419.3
702,2163,337028.5
703,2164,278690.38
704,2165,171436.72
705,2166,138610.78
706,2167,209549.11
707,2168,208501.14
708,2169,188400.47
709,2170,209775.4
710,2171,151604.97
711,2172,130448.44
712,2173,163939.38
713,2174,251851.62
714,2175,300638.8
715,2176,340465.75
716,2177,253890.36
717,2178,229878.9
718,2179,138438.62
719,2180,230678.3
720,2181,196209.05
721,2182,234011.72
722,2183,194812.9
723,2184,132043.44
724,2185,109891.99
725,2186,162835.53
726,2187,152934.31
727,2188,164014.58
728,2189,175481.81
729,2190,84963.35
730,2191,86840.21
731,2192,105099.49
732,2193,98387.97
733,2194,109071.9
734,2195,116270.61
735,2196,102604.51
736,2197,107863.67
737,2198,165561.5
738,2199,167496.56
739,2200,128578.71
740,2201,114764.586
741,2202,204206.52
742,2203,153625.22
743,2204,190998.25
744,2205,118632.03
745,2206,136747.16
746,2207,197368.72
747,2208,240788.78
748,2209,180439.05
749,2210,122519.82
750,2211,113265.75
751,2212,106455.234
752,2213,122488.69
753,2214,131705.89
754,2215,100580.234
755,2216,134884.36
756,2217,82534.12
757,2218,91434.766
758,2219,88262.35
759,2220,85920.555
760,2221,332541.94
761,2222,227799.98
762,2223,281779.38
763,2224,230225.0
764,2225,125746.15
765,2226,185113.31
766,2227,206912.36
767,2228,289327.56
768,2229,245055.84
769,2230,165297.45
770,2231,209380.77
771,2232,165359.5
772,2233,162471.5
773,2234,263372.9
774,2235,206839.55
775,2236,279398.56
776,2237,362568.7
777,2238,172628.39
778,2239,124902.17
779,2240,166426.66
780,2241,154535.67
781,2242,136110.45
782,2243,128789.83
783,2244,102695.195
784,2245,97949.79
785,2246,144847.98
786,2247,103231.266
787,2248,128548.945
788,2249,130056.02
789,2250,134934.7
790,2251,121627.15
791,2252,165464.2
792,2253,168113.62
793,2254,171599.19
794,2255,185203.27
795,2256,185627.0
796,2257,190308.84
797,2258,168690.34
798,2259,176099.78
799,2260,168027.31
800,2261,182521.72
801,2262,188823.45
802,2263,347148.97
803,2264,379162.2
804,2265,166386.77
805,2266,280580.88
806,2267,306887.2
807,2268,350410.5
808,2269,140473.5
809,2270,180508.2
810,2271,241700.88
811,2272,185816.11
812,2273,161371.23
813,2274,183504.05
814,2275,182261.23
815,2276,194131.25
816,2277,191587.47
817,2278,160517.98
818,2279,125997.91
819,2280,124500.55
820,2281,174069.27
821,2282,190090.88
822,2283,98915.13
823,2284,100389.05
824,2285,144313.14
825,2286,123132.77
826,2287,334704.7
827,2288,267292.9
828,2289,357217.38
829,2290,458261.94
830,2291,328699.78
831,2292,414794.16
832,2293,388959.6
833,2294,414751.75
834,2295,422335.2
835,2296,301974.34
836,2297,316246.75
837,2298,299330.53
838,2299,393824.97
839,2300,330063.94
840,2301,272891.16
841,2302,246262.17
842,2303,226434.28
843,2304,243748.64
844,2305,176699.28
845,2306,176247.52
846,2307,183831.42
847,2308,236190.14
848,2309,294751.94
849,2310,217504.28
850,2311,195812.67
851,2312,183344.1
852,2313,167605.06
853,2314,159550.19
854,2315,180805.44
855,2316,177785.44
856,2317,181185.38
857,2318,190465.86
858,2319,171736.6
859,2320,203682.52
860,2321,256823.27
861,2322,169196.28
862,2323,184710.64
863,2324,171339.03
864,2325,213897.33
865,2326,169300.98
866,2327,227263.6
867,2328,224561.95
868,2329,189427.31
869,2330,178479.92
870,2331,340882.97
871,2332,398419.0
872,2333,337009.47
873,2334,245627.72
874,2335,261470.88
875,2336,301790.47
876,2337,202726.81
877,2338,307834.53
878,2339,218261.28
879,2340,427743.94
880,2341,225941.06
881,2342,245398.02
882,2343,212632.08
883,2344,227850.8
884,2345,233743.11
885,2346,240237.75
886,2347,204974.88
887,2348,243455.44
888,2349,176089.47
889,2350,304557.3
890,2351,230765.28
891,2352,242657.7
892,2353,242507.52
893,2354,142287.56
894,2355,165708.7
895,2356,148870.34
896,2357,195022.48
897,2358,192836.67
898,2359,120555.414
899,2360,124966.78
900,2361,141314.28
901,2362,283156.5
902,2363,132886.64
903,2364,178718.72
904,2365,230856.6
905,2366,192348.25
906,2367,207917.97
907,2368,213522.69
908,2369,214670.56
909,2370,177395.62
910,2371,180655.61
911,2372,203640.44
912,2373,286826.0
913,2374,314532.66
914,2375,244638.05
915,2376,298279.06
916,2377,340151.84
917,2378,140112.73
918,2379,182251.53
919,2380,145788.81
920,2381,163221.19
921,2382,190279.0
922,2383,197792.28
923,2384,240000.02
924,2385,176212.22
925,2386,143404.98
926,2387,138991.95
927,2388,108683.12
928,2389,127119.484
929,2390,141876.67
930,2391,138870.64
931,2392,113920.35
932,2393,174313.39
933,2394,141561.08
934,2395,193342.27
935,2396,147579.72
936,2397,224065.44
937,2398,132390.36
938,2399,52748.19
939,2400,59193.016
940,2401,116545.48
941,2402,133573.52
942,2403,138200.5
943,2404,139945.61
944,2405,158857.27
945,2406,139803.73
946,2407,129870.82
947,2408,134171.4
948,2409,133469.3
949,2410,183827.19
950,2411,118676.96
951,2412,157850.0
952,2413,132168.34
953,2414,135408.22
954,2415,125471.586
955,2416,123610.15
956,2417,143663.72
957,2418,133901.78
958,2419,108892.04
959,2420,125468.63
960,2421,152351.33
961,2422,124279.44
962,2423,136853.14
963,2424,152416.48
964,2425,228874.89
965,2426,110552.56
966,2427,136645.38
967,2428,180610.0
968,2429,118922.06
969,2430,135142.36
970,2431,111646.07
971,2432,131779.48
972,2433,137684.22
973,2434,134514.39
974,2435,153258.34
975,2436,99748.89
976,2437,118874.81
977,2438,124113.01
978,2439,120825.06
979,2440,117780.9
980,2441,91142.41
981,2442,99058.375
982,2443,135764.34
983,2444,133099.08
984,2445,101582.08
985,2446,120824.51
986,2447,227198.69
987,2448,137188.06
988,2449,107066.19
989,2450,144122.48
990,2451,125242.46
991,2452,218155.72
992,2453,98842.32
993,2454,110590.516
994,2455,106696.33
995,2456,140596.83
996,2457,120637.59
997,2458,117281.516
998,2459,119940.38
999,2460,154315.36
1000,2461,118164.47
1001,2462,148014.11
1002,2463,113426.09
1003,2464,168924.53
1004,2465,145224.88
1005,2466,103701.67
1006,2467,144889.69
1007,2468,97777.01
1008,2469,73829.06
1009,2470,173077.55
1010,2471,203343.62
1011,2472,161259.56
1012,2473,121462.01
1013,2474,92987.19
1014,2475,221186.77
1015,2476,104330.555
1016,2477,129766.836
1017,2478,165758.64
1018,2479,118435.79
1019,2480,163265.72
1020,2481,129044.266
1021,2482,135298.45
1022,2483,124894.125
1023,2484,122611.516
1024,2485,119312.734
1025,2486,140634.45
1026,2487,180751.22
1027,2488,159657.64
1028,2489,149665.97
1029,2490,150556.3
1030,2491,98014.82
1031,2492,192413.44
1032,2493,141863.27
1033,2494,169402.02
1034,2495,81404.55
1035,2496,228992.31
1036,2497,151796.98
1037,2498,112600.32
1038,2499,94768.77
1039,2500,124725.14
1040,2501,139153.42
1041,2502,153237.98
1042,2503,106928.32
1043,2504,189589.53
1044,2505,224769.7
1045,2506,247771.56
1046,2507,323444.06
1047,2508,248410.05
1048,2509,227355.89
1049,2510,245426.12
1050,2511,187058.48
1051,2512,216616.88
1052,2513,224004.48
1053,2514,230334.16
1054,2515,143181.66
1055,2516,145564.8
1056,2517,132710.4
1057,2518,153384.8
1058,2519,213954.31
1059,2520,207972.67
1060,2521,191225.44
1061,2522,204807.25
1062,2523,114437.29
1063,2524,140477.56
1064,2525,144171.17
1065,2526,145686.7
1066,2527,121558.93
1067,2528,122802.48
1068,2529,144355.4
1069,2530,116749.88
1070,2531,223472.62
1071,2532,218413.7
1072,2533,199896.56
1073,2534,234506.33
1074,2535,307978.84
1075,2536,220693.5
1076,2537,209889.31
1077,2538,174213.42
1078,2539,194834.73
1079,2540,173559.25
1080,2541,173202.8
1081,2542,158842.83
1082,2543,128076.87
1083,2544,140286.36
1084,2545,133707.48
1085,2546,142771.58
1086,2547,142117.94
1087,2548,137530.48
1088,2549,175413.45
1089,2550,290657.97
1090,2551,131260.81
1091,2552,138132.02
1092,2553,82677.76
1093,2554,119903.9
1094,2555,121356.164
1095,2556,101981.0
1096,2557,105374.18
1097,2558,155602.6
1098,2559,122738.016
1099,2560,129832.93
1100,2561,125352.86
1101,2562,133783.28
1102,2563,141066.27
1103,2564,187653.58
1104,2565,133300.34
1105,2566,141281.92
1106,2567,127621.48
1107,2568,202459.5
1108,2569,175359.9
1109,2570,122278.734
1110,2571,186785.81
1111,2572,196693.84
1112,2573,231929.56
1113,2574,260866.83
1114,2575,128399.414
1115,2576,128664.65
1116,2577,156958.34
1117,2578,102115.82
1118,2579,90412.31
1119,2580,131362.48
1120,2581,133387.19
1121,2582,110151.87
1122,2583,306261.2
1123,2584,165762.28
1124,2585,169348.31
1125,2586,228723.1
1126,2587,204895.83
1127,2588,178255.86
1128,2589,157207.98
1129,2590,248419.27
1130,2591,192445.83
1131,2592,218116.22
1132,2593,265187.38
1133,2594,176680.16
1134,2595,192953.23
1135,2596,368017.4
1136,2597,182241.33
1137,2598,261067.77
1138,2599,309776.44
1139,2600,177805.64
1140,2601,142694.8
1141,2602,80779.52
1142,2603,93485.19
1143,2604,86527.89
1144,2605,80304.67
1145,2606,140611.1
1146,2607,184597.33
1147,2608,218883.1
1148,2609,180920.28
1149,2610,131796.62
1150,2611,144151.08
1151,2612,148998.83
1152,2613,135603.31
1153,2614,132740.67
1154,2615,161157.92
1155,2616,154643.27
1156,2617,175163.5
1157,2618,183854.94
1158,2619,215821.97
1159,2620,189913.95
1160,2621,179528.62
1161,2622,180413.02
1162,2623,248296.36
1163,2624,284022.06
1164,2625,275538.2
1165,2626,183113.81
1166,2627,175316.27
1167,2628,328212.9
1168,2629,504708.72
1169,2630,335470.7
1170,2631,418086.0
1171,2632,368819.34
1172,2633,279285.9
1173,2634,392689.66
1174,2635,159830.92
1175,2636,188349.44
1176,2637,178628.4
1177,2638,254562.77
1178,2639,184820.22
1179,2640,164671.83
1180,2641,106665.03
1181,2642,200682.9
1182,2643,98024.82
1183,2644,126809.71
1184,2645,96080.51
1185,2646,93280.305
1186,2647,96979.055
1187,2648,154605.11
1188,2649,130155.43
1189,2650,150169.86
1190,2651,150758.22
1191,2652,401901.34
1192,2653,231005.2
1193,2654,243065.88
1194,2655,377618.06
1195,2656,316421.7
1196,2657,360138.12
1197,2658,256840.1
1198,2659,319683.34
1199,2660,368971.62
1200,2661,336003.38
1201,2662,376206.5
1202,2663,297252.34
1203,2664,290931.75
1204,2665,303958.7
1205,2666,246976.1
1206,2667,164342.9
1207,2668,164493.61
1208,2669,174559.9
1209,2670,279899.8
1210,2671,172231.34
1211,2672,176252.88
1212,2673,203823.33
1213,2674,176834.86
1214,2675,161999.95
1215,2676,188995.9
1216,2677,203721.19
1217,2678,270129.4
1218,2679,283079.34
1219,2680,285325.75
1220,2681,388628.4
1221,2682,373699.7
1222,2683,500240.66
1223,2684,302819.47
1224,2685,382282.53
1225,2686,247721.7
1226,2687,350255.28
1227,2688,210426.72
1228,2689,233485.77
1229,2690,390973.8
1230,2691,214198.17
1231,2692,140508.7
1232,2693,189421.38
1233,2694,141175.52
1234,2695,195624.34
1235,2696,196323.88
1236,2697,186411.75
1237,2698,181876.7
1238,2699,181303.66
1239,2700,161958.27
1240,2701,132030.86
1241,2702,104427.24
1242,2703,136834.31
1243,2704,147635.98
1244,2705,124646.18
1245,2706,121667.3
1246,2707,120686.99
1247,2708,147641.66
1248,2709,119674.21
1249,2710,126536.945
1250,2711,270287.9
1251,2712,385273.06
1252,2713,163424.33
1253,2714,149231.78
1254,2715,187149.48
1255,2716,150944.69
1256,2717,193206.62
1257,2718,235227.2
1258,2719,173888.33
1259,2720,183743.72
1260,2721,137467.94
1261,2722,149809.22
1262,2723,140083.47
1263,2724,126981.79
1264,2725,132759.66
1265,2726,141609.6
1266,2727,193856.05
1267,2728,195710.1
1268,2729,143374.19
1269,2730,141907.34
1270,2731,127760.67
1271,2732,116838.82
1272,2733,171698.02
1273,2734,141968.8
1274,2735,137425.1
1275,2736,141962.2
1276,2737,126189.87
1277,2738,126558.26
1278,2739,161805.92
1279,2740,130547.305
1280,2741,134982.94
1281,2742,149067.52
1282,2743,158043.6
1283,2744,161781.3
1284,2745,139367.55
1285,2746,135879.23
1286,2747,160366.27
1287,2748,113021.29
1288,2749,124871.14
1289,2750,135188.45
1290,2751,135367.1
1291,2752,199850.4
1292,2753,166973.62
1293,2754,222056.06
1294,2755,127069.87
1295,2756,101825.84
1296,2757,84888.01
1297,2758,91180.55
1298,2759,171119.98
1299,2760,130373.52
1300,2761,151792.14
1301,2762,144500.77
1302,2763,191313.16
1303,2764,178294.38
1304,2765,281202.4
1305,2766,150369.92
1306,2767,87869.6
1307,2768,116825.414
1308,2769,120329.21
1309,2770,168036.22
1310,2771,116144.27
1311,2772,127197.41
1312,2773,133248.03
1313,2774,136609.88
1314,2775,123152.74
1315,2776,150469.06
1316,2777,144162.48
1317,2778,140169.31
1318,2779,131737.92
1319,2780,94795.59
1320,2781,111090.164
1321,2782,102407.414
1322,2783,106867.27
1323,2784,126429.77
1324,2785,145558.11
1325,2786,76296.7
1326,2787,133757.42
1327,2788,91384.34
1328,2789,203402.47
1329,2790,107893.86
1330,2791,118376.96
1331,2792,61300.598
1332,2793,177281.5
1333,2794,126652.5
1334,2795,121761.984
1335,2796,117248.07
1336,2797,196284.8
1337,2798,135102.16
1338,2799,120534.25
1339,2800,59977.555
1340,2801,111581.875
1341,2802,137237.38
1342,2803,171146.92
1343,2804,152235.42
1344,2805,102006.1
1345,2806,93162.04
1346,2807,146873.31
1347,2808,152782.78
1348,2809,145984.33
1349,2810,135421.89
1350,2811,189262.34
1351,2812,154686.31
1352,2813,145313.4
1353,2814,147488.52
1354,2815,100612.234
1355,2816,271636.03
1356,2817,176027.17
1357,2818,117244.93
1358,2819,160954.8
1359,2820,132054.62
1360,2821,122218.76
